EMP_ID,Role,Domain,Analytical Skills,Technical Proficiency,Communication Skills,Problem Solving Skills,test,dafedaf,lkjdhfdghj,Years of experience in Business Analysis,Experience of related Domain,Leadership-Team lead experience,etset,Bachelor's Degree,Master's Degree,KPI_Score,Proficiency in Programming Languages,"Database Management (SQL, NoSQL)",API Development and Integration,Knowledge of Frameworks,Understanding of Microservices Architecture,Years of experience in Bacend Engineer,"Scripting and Automation (Python, Bash)",Continuous Integration/Continuous Deployment,"Cloud Platforms ( AWS, Azure, GCP)",Configuration Management Tools,Monitoring and Logging Tools,Years of experience in DevOps Engineer,Leadership/Team lead experience,Proficiency in HTML/CSS,Proficiency in JavaScript/TypeScript,Knowledge of Frontend Frameworks/Libraries,UI/UX Design Principles,Responsive Design and Cross-Browser Compatibility,Years of experience in FrontEnd engineer,Proficiency in Frontend Technologies,Proficiency in Backend Technologies,Knowledge of Frontend Frameworks,Knowledge of Backend Frameworks,Years of experience in Fullstack engineer,planning & scheduling,Leadership and Team Management,Risk Management,Budgeting and Cost Control,Knowledge of Project Management Methodologies,Excellent communication,Test Automation,Knowledge of testing methodologies,Bug tracking and reporting,Years of experience in QA,Technical Expertise,Project Management Skills,Problem-Solving and Decision-Making,Communication and Collaboration,Years of experience in Tech Lead,Performance_Category
BA_SYN_328,Backend Engineer,Finance,,,,,,,,,0 - 5,,,related,related,44.5,Novice,Intermediate,Novice,Intermediate,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_329,Backend Engineer,Education,,,,,,,,,0 - 5,,,related,related,52.0,Advanced,Novice,Novice,Intermediate,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_330,Backend Engineer,Health,,,,,,,,,6 - 14,,,related,Unrelated,35.5,Novice,Intermediate,Novice,Novice,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_331,Backend Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,Unrelated,39.5,Novice,Intermediate,Intermediate,Novice,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_332,Backend Engineer,Finance,,,,,,,,,15+,,,Unrelated,related,56.0,Novice,Novice,Advanced,Advanced,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_333,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,related,44.0,Novice,Novice,Novice,Advanced,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_334,Backend Engineer,Education,,,,,,,,,15+,,,Unrelated,related,57.0,Intermediate,Advanced,Novice,Intermediate,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_335,Backend Engineer,Health,,,,,,,,,6 - 14,,,related,Unrelated,43.0,Novice,Novice,Novice,Advanced,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_336,Backend Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,Unrelated,47.5,Advanced,Novice,Intermediate,Intermediate,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_337,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,related,59.5,Advanced,Intermediate,Novice,Intermediate,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_338,Backend Engineer,Education,,,,,,,,,6 - 14,,,related,Unrelated,48.0,Intermediate,Intermediate,Novice,Advanced,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_339,Backend Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,related,52.0,Intermediate,Intermediate,Intermediate,Intermediate,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_340,Backend Engineer,Finance,,,,,,,,,15+,,,related,related,50.5,Novice,Novice,Advanced,Novice,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_341,Backend Engineer,Education,,,,,,,,,6 - 14,,,Unrelated,Unrelated,38.0,Novice,Novice,Advanced,Novice,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_342,Backend Engineer,Health,,,,,,,,,15+,,,related,related,82.5,Advanced,Advanced,Advanced,Advanced,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_343,Backend Engineer,Finance,,,,,,,,,0 - 5,,,related,related,53.5,Intermediate,Novice,Advanced,Advanced,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_344,Backend Engineer,Health,,,,,,,,,15+,,,Unrelated,related,72.5,Advanced,Intermediate,Advanced,Advanced,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_345,Backend Engineer,Finance,,,,,,,,,0 - 5,,,related,Unrelated,61.5,Advanced,Advanced,Novice,Advanced,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_346,Backend Engineer,Finance,,,,,,,,,15+,,,related,related,53.0,Novice,Advanced,Novice,Novice,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_347,Backend Engineer,Finance,,,,,,,,,0 - 5,,,related,Unrelated,41.5,Novice,Advanced,Novice,Novice,Intermediate,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_348,Backend Engineer,Health,,,,,,,,,6 - 14,,,related,Unrelated,61.0,Advanced,Advanced,Intermediate,Intermediate,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_349,Backend Engineer,Finance,,,,,,,,,15+,,,Unrelated,related,48.0,Intermediate,Novice,Intermediate,Intermediate,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_350,Backend Engineer,Finance,,,,,,,,,0 - 5,,,Unrelated,Unrelated,44.5,Intermediate,Intermediate,Intermediate,Advanced,Intermediate,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_351,Backend Engineer,Education,,,,,,,,,6 - 14,,,Unrelated,related,45.5,Intermediate,Novice,Intermediate,Intermediate,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_352,Backend Engineer,Finance,,,,,,,,,6 - 14,,,related,Unrelated,51.0,Advanced,Novice,Novice,Advanced,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_353,Backend Engineer,Health,,,,,,,,,6 - 14,,,Unrelated,Unrelated,45.5,Novice,Advanced,Intermediate,Intermediate,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_354,Backend Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,related,51.5,Intermediate,Advanced,Novice,Intermediate,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_355,Backend Engineer,Finance,,,,,,,,,15+,,,related,related,53.0,Advanced,Novice,Novice,Novice,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_356,Backend Engineer,E-Commerce,,,,,,,,,15+,,,Unrelated,related,51.5,Novice,Intermediate,Intermediate,Advanced,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_357,Backend Engineer,Health,,,,,,,,,6 - 14,,,Unrelated,related,58.5,Advanced,Intermediate,Intermediate,Advanced,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_358,Backend Engineer,Finance,,,,,,,,,15+,,,related,related,69.5,Advanced,Advanced,Intermediate,Novice,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_359,Backend Engineer,Education,,,,,,,,,6 - 14,,,Unrelated,Unrelated,35.5,Novice,Novice,Advanced,Novice,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_360,Backend Engineer,Finance,,,,,,,,,15+,,,related,Unrelated,45.0,Intermediate,Intermediate,Novice,Novice,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_361,Backend Engineer,Health,,,,,,,,,6 - 14,,,related,Unrelated,50.5,Advanced,Novice,Intermediate,Intermediate,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_362,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,related,56.5,Advanced,Intermediate,Novice,Novice,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_363,Backend Engineer,E-Commerce,,,,,,,,,15+,,,related,Unrelated,67.0,Advanced,Advanced,Intermediate,Novice,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_364,Backend Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,related,49.0,Intermediate,Advanced,Intermediate,Novice,Intermediate,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_365,Backend Engineer,Finance,,,,,,,,,6 - 14,,,Unrelated,related,59.0,Advanced,Novice,Advanced,Advanced,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_366,Backend Engineer,Finance,,,,,,,,,15+,,,related,Unrelated,65.0,Intermediate,Intermediate,Advanced,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_367,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,related,52.5,Novice,Advanced,Novice,Intermediate,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_368,Backend Engineer,Health,,,,,,,,,6 - 14,,,Unrelated,Unrelated,50.0,Advanced,Advanced,Novice,Novice,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_369,Backend Engineer,Finance,,,,,,,,,15+,,,Unrelated,related,59.0,Novice,Advanced,Intermediate,Advanced,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_370,Backend Engineer,Health,,,,,,,,,15+,,,Unrelated,related,67.5,Intermediate,Advanced,Advanced,Intermediate,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_371,Backend Engineer,E-Commerce,,,,,,,,,15+,,,related,related,58.0,Intermediate,Novice,Intermediate,Advanced,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_372,Backend Engineer,Education,,,,,,,,,15+,,,related,Unrelated,68.0,Novice,Advanced,Advanced,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_373,Backend Engineer,Finance,,,,,,,,,6 - 14,,,related,Unrelated,50.5,Novice,Intermediate,Advanced,Intermediate,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_374,Backend Engineer,Finance,,,,,,,,,6 - 14,,,Unrelated,related,55.0,Intermediate,Intermediate,Intermediate,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_375,Backend Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,related,41.5,Intermediate,Intermediate,Novice,Intermediate,Intermediate,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_376,Backend Engineer,Health,,,,,,,,,15+,,,related,Unrelated,52.5,Intermediate,Novice,Advanced,Novice,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_377,Backend Engineer,Finance,,,,,,,,,0 - 5,,,Unrelated,related,50.0,Novice,Advanced,Intermediate,Intermediate,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_378,Backend Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,related,45.0,Intermediate,Intermediate,Advanced,Novice,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_379,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,related,68.5,Advanced,Intermediate,Advanced,Advanced,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_380,Backend Engineer,Education,,,,,,,,,0 - 5,,,related,Unrelated,52.0,Novice,Advanced,Advanced,Novice,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_381,Backend Engineer,Education,,,,,,,,,6 - 14,,,Unrelated,related,52.0,Intermediate,Advanced,Intermediate,Novice,Intermediate,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_382,Backend Engineer,Finance,,,,,,,,,0 - 5,,,related,Unrelated,53.0,Intermediate,Intermediate,Advanced,Advanced,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_383,Backend Engineer,Health,,,,,,,,,15+,,,Unrelated,related,53.0,Novice,Intermediate,Intermediate,Advanced,Intermediate,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_384,Backend Engineer,Health,,,,,,,,,15+,,,Unrelated,Unrelated,44.5,Intermediate,Intermediate,Novice,Intermediate,Intermediate,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_385,Backend Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,Unrelated,50.5,Intermediate,Advanced,Advanced,Intermediate,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_386,Backend Engineer,Health,,,,,,,,,0 - 5,,,Unrelated,related,41.5,Advanced,Novice,Novice,Novice,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_387,Backend Engineer,E-Commerce,,,,,,,,,15+,,,related,Unrelated,58.0,Novice,Intermediate,Advanced,Advanced,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_388,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,Unrelated,related,63.5,Intermediate,Advanced,Advanced,Advanced,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_389,Backend Engineer,Education,,,,,,,,,6 - 14,,,related,related,60.5,Intermediate,Advanced,Advanced,Novice,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_390,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,Unrelated,47.5,Advanced,Intermediate,Novice,Novice,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_391,Backend Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,related,64.0,Advanced,Advanced,Advanced,Novice,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_392,Backend Engineer,E-Commerce,,,,,,,,,15+,,,related,Unrelated,63.5,Intermediate,Advanced,Intermediate,Advanced,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_393,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,Unrelated,related,62.5,Advanced,Intermediate,Intermediate,Advanced,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_394,Backend Engineer,Education,,,,,,,,,6 - 14,,,related,Unrelated,38.0,Novice,Novice,Novice,Intermediate,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_395,Backend Engineer,Finance,,,,,,,,,0 - 5,,,related,Unrelated,38.5,Intermediate,Novice,Intermediate,Intermediate,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_396,Backend Engineer,Finance,,,,,,,,,0 - 5,,,related,Unrelated,40.0,Intermediate,Novice,Intermediate,Intermediate,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_397,Backend Engineer,Education,,,,,,,,,0 - 5,,,related,related,67.0,Advanced,Intermediate,Advanced,Advanced,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_398,Backend Engineer,Education,,,,,,,,,6 - 14,,,related,Unrelated,62.5,Intermediate,Advanced,Advanced,Intermediate,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_399,Backend Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,related,67.0,Advanced,Advanced,Advanced,Intermediate,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_400,Backend Engineer,Health,,,,,,,,,0 - 5,,,Unrelated,related,32.5,Novice,Novice,Novice,Intermediate,Intermediate,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_401,Backend Engineer,Health,,,,,,,,,0 - 5,,,Unrelated,Unrelated,30.0,Novice,Novice,Novice,Intermediate,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low
BA_SYN_402,Backend Engineer,E-Commerce,,,,,,,,,15+,,,related,Unrelated,60.5,Intermediate,Advanced,Novice,Advanced,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_403,Backend Engineer,Education,,,,,,,,,15+,,,Unrelated,related,57.5,Novice,Advanced,Advanced,Novice,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_404,Backend Engineer,Education,,,,,,,,,6 - 14,,,related,related,52.5,Novice,Intermediate,Advanced,Novice,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_405,Backend Engineer,Education,,,,,,,,,0 - 5,,,related,Unrelated,41.0,Intermediate,Intermediate,Novice,Novice,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_406,Backend Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,Unrelated,56.5,Advanced,Advanced,Intermediate,Novice,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_407,Backend Engineer,E-Commerce,,,,,,,,,0 - 5,,,Unrelated,Unrelated,54.0,Advanced,Advanced,Intermediate,Novice,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_408,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,related,55.5,Advanced,Intermediate,Novice,Intermediate,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_409,Backend Engineer,Health,,,,,,,,,6 - 14,,,related,Unrelated,42.5,Intermediate,Novice,Novice,Intermediate,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_410,Backend Engineer,Health,,,,,,,,,6 - 14,,,related,Unrelated,55.0,Intermediate,Advanced,Intermediate,Intermediate,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_411,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,related,56.5,Novice,Intermediate,Advanced,Advanced,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_412,Backend Engineer,Health,,,,,,,,,15+,,,Unrelated,Unrelated,40.0,Intermediate,Novice,Novice,Intermediate,Intermediate,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_413,Backend Engineer,Education,,,,,,,,,6 - 14,,,related,related,77.5,Advanced,Advanced,Advanced,Advanced,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_414,Backend Engineer,Education,,,,,,,,,15+,,,Unrelated,related,66.0,Advanced,Advanced,Intermediate,Intermediate,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_415,Backend Engineer,Education,,,,,,,,,6 - 14,,,related,Unrelated,65.0,Advanced,Intermediate,Advanced,Advanced,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_416,Backend Engineer,Finance,,,,,,,,,15+,,,Unrelated,Unrelated,58.5,Intermediate,Advanced,Intermediate,Advanced,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_417,Backend Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,Unrelated,42.0,Advanced,Novice,Novice,Intermediate,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_418,Backend Engineer,E-Commerce,,,,,,,,,0 - 5,,,related,Unrelated,68.0,Advanced,Advanced,Advanced,Advanced,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_419,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,Unrelated,Unrelated,50.0,Advanced,Intermediate,Intermediate,Intermediate,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_420,Backend Engineer,E-Commerce,,,,,,,,,15+,,,related,related,65.0,Advanced,Novice,Advanced,Novice,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_421,Backend Engineer,Health,,,,,,,,,0 - 5,,,related,related,57.0,Novice,Advanced,Advanced,Novice,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_422,Backend Engineer,Finance,,,,,,,,,0 - 5,,,related,Unrelated,31.0,Novice,Novice,Novice,Intermediate,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_423,Backend Engineer,Finance,,,,,,,,,0 - 5,,,Unrelated,related,34.0,Intermediate,Novice,Novice,Novice,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_424,Backend Engineer,Finance,,,,,,,,,15+,,,Unrelated,related,60.5,Advanced,Intermediate,Advanced,Novice,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_425,Backend Engineer,Finance,,,,,,,,,0 - 5,,,Unrelated,Unrelated,44.0,Intermediate,Advanced,Intermediate,Novice,Intermediate,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_426,Backend Engineer,Finance,,,,,,,,,6 - 14,,,related,Unrelated,43.5,Intermediate,Novice,Advanced,Novice,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_427,Backend Engineer,Education,,,,,,,,,6 - 14,,,Unrelated,related,39.5,Intermediate,Novice,Novice,Novice,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_428,Backend Engineer,Finance,,,,,,,,,0 - 5,,,Unrelated,related,49.5,Intermediate,Intermediate,Intermediate,Advanced,Intermediate,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_429,Backend Engineer,Education,,,,,,,,,6 - 14,,,related,related,48.0,Novice,Intermediate,Intermediate,Intermediate,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_430,Backend Engineer,Education,,,,,,,,,15+,,,related,Unrelated,62.0,Intermediate,Advanced,Advanced,Novice,Intermediate,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_431,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,Unrelated,55.5,Intermediate,Advanced,Novice,Advanced,Novice,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_432,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,Unrelated,60.0,Advanced,Intermediate,Advanced,Intermediate,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_433,Backend Engineer,Education,,,,,,,,,6 - 14,,,related,Unrelated,59.5,Intermediate,Advanced,Advanced,Novice,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_434,Backend Engineer,Education,,,,,,,,,0 - 5,,,Unrelated,Unrelated,44.0,Intermediate,Intermediate,Advanced,Novice,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_435,Backend Engineer,Finance,,,,,,,,,15+,,,related,related,72.0,Advanced,Advanced,Novice,Intermediate,Advanced,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_436,Backend Engineer,Finance,,,,,,,,,15+,,,Unrelated,Unrelated,46.5,Intermediate,Novice,Intermediate,Advanced,Novice,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_437,Backend Engineer,Health,,,,,,,,,15+,,,Unrelated,related,66.0,Advanced,Advanced,Intermediate,Intermediate,Novice,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_438,Backend Engineer,E-Commerce,,,,,,,,,6 - 14,,,related,Unrelated,55.0,Advanced,Novice,Advanced,Novice,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_439,Backend Engineer,E-Commerce,,,,,,,,,15+,,,related,related,68.0,Advanced,Novice,Intermediate,Advanced,Advanced,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
BA_SYN_440,Backend Engineer,E-Commerce,,,,,,,,,15+,,,Unrelated,Unrelated,57.0,Advanced,Intermediate,Novice,Advanced,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_441,Backend Engineer,Finance,,,,,,,,,6 - 14,,,related,related,40.5,Novice,Novice,Intermediate,Novice,Intermediate,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
BA_SYN_442,Backend Engineer,Finance,,,,,,,,,6 - 14,,,Unrelated,related,50.0,Advanced,Novice,Intermediate,Novice,Advanced,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium
